table,register_name,bits,field_name,description,type,reset
Table 4-39: por_ccg_ha_agentid_to_linkid_reg4 attributes,por_ccg_ha_agentid_to_linkid_reg4,[15:10],Reserved,Reserved,RO,-
Table 4-39: por_ccg_ha_agentid_to_linkid_reg4 attributes,por_ccg_ha_agentid_to_linkid_reg4,[9:8],agent33_linkid,Specifies Link ID 33 2'h0,RW,-
Table 4-39: por_ccg_ha_agentid_to_linkid_reg4 attributes,por_ccg_ha_agentid_to_linkid_reg4,[7:2],Reserved,Reserved,RO,-
Table 4-39: por_ccg_ha_agentid_to_linkid_reg4 attributes,por_ccg_ha_agentid_to_linkid_reg4,[1:0],agent32_linkid,Specifies Link ID 32 2'h0,RW,-
Table 4-40: por_ccg_ha_agentid_to_linkid_reg5 attributes,por_ccg_ha_agentid_to_linkid_reg5,[63:58],Reserved,Reserved,RO,-
Table 4-40: por_ccg_ha_agentid_to_linkid_reg5 attributes,por_ccg_ha_agentid_to_linkid_reg5,[57:56],agent47_linkid,Specifies Link ID 47 2'h0,RW,-
Table 4-40: por_ccg_ha_agentid_to_linkid_reg5 attributes,por_ccg_ha_agentid_to_linkid_reg5,[55:50],Reserved,Reserved,RO,-
Table 4-40: por_ccg_ha_agentid_to_linkid_reg5 attributes,por_ccg_ha_agentid_to_linkid_reg5,[49:48],agent46_linkid,Specifies Link ID 46 2'h0,RW,-
Table 4-40: por_ccg_ha_agentid_to_linkid_reg5 attributes,por_ccg_ha_agentid_to_linkid_reg5,[47:42],Reserved,Reserved,RO,-
Table 4-40: por_ccg_ha_agentid_to_linkid_reg5 attributes,por_ccg_ha_agentid_to_linkid_reg5,[41:40],agent45_linkid,Specifies Link ID 45 2'h0,RW,-
Table 4-40: por_ccg_ha_agentid_to_linkid_reg5 attributes,por_ccg_ha_agentid_to_linkid_reg5,[39:34],Reserved,Reserved,RO,-
Table 4-40: por_ccg_ha_agentid_to_linkid_reg5 attributes,por_ccg_ha_agentid_to_linkid_reg5,[33:32],agent44_linkid,Specifies Link ID 44 2'h0,RW,-
Table 4-40: por_ccg_ha_agentid_to_linkid_reg5 attributes,por_ccg_ha_agentid_to_linkid_reg5,[31:26],Reserved,Reserved,RO,-
Table 4-40: por_ccg_ha_agentid_to_linkid_reg5 attributes,por_ccg_ha_agentid_to_linkid_reg5,[25:24],agent43_linkid,Specifies Link ID 43 2'h0,RW,-
Table 4-40: por_ccg_ha_agentid_to_linkid_reg5 attributes,por_ccg_ha_agentid_to_linkid_reg5,[23:18],Reserved,Reserved,RO,-
Table 4-40: por_ccg_ha_agentid_to_linkid_reg5 attributes,por_ccg_ha_agentid_to_linkid_reg5,[17:16],agent42_linkid,Specifies Link ID 42 2'h0,RW,-
Table 4-40: por_ccg_ha_agentid_to_linkid_reg5 attributes,por_ccg_ha_agentid_to_linkid_reg5,[15:10],Reserved,Reserved,RO,-
Table 4-40: por_ccg_ha_agentid_to_linkid_reg5 attributes,por_ccg_ha_agentid_to_linkid_reg5,[9:8],agent41_linkid,Specifies Link ID 41 2'h0,RW,-
Table 4-40: por_ccg_ha_agentid_to_linkid_reg5 attributes,por_ccg_ha_agentid_to_linkid_reg5,[7:2],Reserved,Reserved,RO,-
Table 4-40: por_ccg_ha_agentid_to_linkid_reg5 attributes,por_ccg_ha_agentid_to_linkid_reg5,[1:0],agent40_linkid,Specifies Link ID 40 2'h0,RW,-
Table 4-41: por_ccg_ha_agentid_to_linkid_reg6 attributes,por_ccg_ha_agentid_to_linkid_reg6,[63:58],Reserved,Reserved,RO,-
Table 4-41: por_ccg_ha_agentid_to_linkid_reg6 attributes,por_ccg_ha_agentid_to_linkid_reg6,[57:56],agent55_linkid,Specifies Link ID 55 2'h0,RW,-
Table 4-41: por_ccg_ha_agentid_to_linkid_reg6 attributes,por_ccg_ha_agentid_to_linkid_reg6,[55:50],Reserved,Reserved,RO,-
Table 4-41: por_ccg_ha_agentid_to_linkid_reg6 attributes,por_ccg_ha_agentid_to_linkid_reg6,[49:48],agent54_linkid,Specifies Link ID 54 2'h0,RW,-
Table 4-41: por_ccg_ha_agentid_to_linkid_reg6 attributes,por_ccg_ha_agentid_to_linkid_reg6,[47:42],Reserved,Reserved,RO,-
Table 4-41: por_ccg_ha_agentid_to_linkid_reg6 attributes,por_ccg_ha_agentid_to_linkid_reg6,[41:40],agent53_linkid,Specifies Link ID 53 2'h0,RW,-
Table 4-41: por_ccg_ha_agentid_to_linkid_reg6 attributes,por_ccg_ha_agentid_to_linkid_reg6,[39:34],Reserved,Reserved,RO,-
Table 4-41: por_ccg_ha_agentid_to_linkid_reg6 attributes,por_ccg_ha_agentid_to_linkid_reg6,[33:32],agent52_linkid,Specifies Link ID 52 2'h0,RW,-
Table 4-41: por_ccg_ha_agentid_to_linkid_reg6 attributes,por_ccg_ha_agentid_to_linkid_reg6,[31:26],Reserved,Reserved,RO,-
Table 4-41: por_ccg_ha_agentid_to_linkid_reg6 attributes,por_ccg_ha_agentid_to_linkid_reg6,[25:24],agent51_linkid,Specifies Link ID 51 2'h0,RW,-
Table 4-41: por_ccg_ha_agentid_to_linkid_reg6 attributes,por_ccg_ha_agentid_to_linkid_reg6,[23:18],Reserved,Reserved,RO,-
Table 4-41: por_ccg_ha_agentid_to_linkid_reg6 attributes,por_ccg_ha_agentid_to_linkid_reg6,[17:16],agent50_linkid,Specifies Link ID 50 2'h0,RW,-
Table 4-41: por_ccg_ha_agentid_to_linkid_reg6 attributes,por_ccg_ha_agentid_to_linkid_reg6,[15:10],Reserved,Reserved,RO,-
Table 4-41: por_ccg_ha_agentid_to_linkid_reg6 attributes,por_ccg_ha_agentid_to_linkid_reg6,[9:8],agent49_linkid,Specifies Link ID 49 2'h0,RW,-
Table 4-41: por_ccg_ha_agentid_to_linkid_reg6 attributes,por_ccg_ha_agentid_to_linkid_reg6,[7:2],Reserved,Reserved,RO,-
Table 4-41: por_ccg_ha_agentid_to_linkid_reg6 attributes,por_ccg_ha_agentid_to_linkid_reg6,[1:0],agent48_linkid,Specifies Link ID 48 2'h0,RW,-
Table 4-42: por_ccg_ha_agentid_to_linkid_reg7 attributes,por_ccg_ha_agentid_to_linkid_reg7,[63:58],Reserved,Reserved,RO,-
Table 4-42: por_ccg_ha_agentid_to_linkid_reg7 attributes,por_ccg_ha_agentid_to_linkid_reg7,[57:56],agent63_linkid,Specifies Link ID 63 2'h0,RW,-
Table 4-42: por_ccg_ha_agentid_to_linkid_reg7 attributes,por_ccg_ha_agentid_to_linkid_reg7,[55:50],Reserved,Reserved,RO,-
Table 4-42: por_ccg_ha_agentid_to_linkid_reg7 attributes,por_ccg_ha_agentid_to_linkid_reg7,[49:48],agent62_linkid,Specifies Link ID 62 2'h0,RW,-
Table 4-42: por_ccg_ha_agentid_to_linkid_reg7 attributes,por_ccg_ha_agentid_to_linkid_reg7,[47:42],Reserved,Reserved,RO,-
Table 4-42: por_ccg_ha_agentid_to_linkid_reg7 attributes,por_ccg_ha_agentid_to_linkid_reg7,[41:40],agent61_linkid,Specifies Link ID 61 2'h0,RW,-
Table 4-42: por_ccg_ha_agentid_to_linkid_reg7 attributes,por_ccg_ha_agentid_to_linkid_reg7,[39:34],Reserved,Reserved,RO,-
Table 4-42: por_ccg_ha_agentid_to_linkid_reg7 attributes,por_ccg_ha_agentid_to_linkid_reg7,[33:32],agent60_linkid,Specifies Link ID 60 2'h0,RW,-
Table 4-42: por_ccg_ha_agentid_to_linkid_reg7 attributes,por_ccg_ha_agentid_to_linkid_reg7,[31:26],Reserved,Reserved,RO,-
Table 4-42: por_ccg_ha_agentid_to_linkid_reg7 attributes,por_ccg_ha_agentid_to_linkid_reg7,[25:24],agent59_linkid,Specifies Link ID 59 2'h0,RW,-
Table 4-42: por_ccg_ha_agentid_to_linkid_reg7 attributes,por_ccg_ha_agentid_to_linkid_reg7,[23:18],Reserved,Reserved,RO,-
Table 4-42: por_ccg_ha_agentid_to_linkid_reg7 attributes,por_ccg_ha_agentid_to_linkid_reg7,[17:16],agent58_linkid,Specifies Link ID 58 2'h0,RW,-
Table 4-42: por_ccg_ha_agentid_to_linkid_reg7 attributes,por_ccg_ha_agentid_to_linkid_reg7,[15:10],Reserved,Reserved,RO,-
Table 4-42: por_ccg_ha_agentid_to_linkid_reg7 attributes,por_ccg_ha_agentid_to_linkid_reg7,[9:8],agent57_linkid,Specifies Link ID 57 2'h0,RW,-
Table 4-42: por_ccg_ha_agentid_to_linkid_reg7 attributes,por_ccg_ha_agentid_to_linkid_reg7,[7:2],Reserved,Reserved,RO,-
Table 4-42: por_ccg_ha_agentid_to_linkid_reg7 attributes,por_ccg_ha_agentid_to_linkid_reg7,[1:0],agent56_linkid,Specifies Link ID 56 2'h0,RW,-
Table 4-43: por_ccg_ha_agentid_to_linkid_val attributes,por_ccg_ha_agentid_to_linkid_val,[63:0],valid,Specifies whether the Link ID is valid; bit number corresponds to logical Agent ID number (from 0 to 63) 63'h0,RW,-
Table 4-44: por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-255 attributes,por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-255,[63],exp_raid_#{index*4+3}_ldid_valid,Specifies if LDID for Expanded RAID #{index*4+3} is valid 1'b0,RW,-
Table 4-44: por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-255 attributes,por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-255,[62],exp_raid_#{index*4+3}_ldid_rnf,Specifies if Expanded RAID #{index*4+3} is RN-F 1'b0,RW,-
Table 4-44: por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-255 attributes,por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-255,[61:57],Reserved,Reserved,RO,-
Table 4-44: por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-255 attributes,por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-255,[56:48],exp_raid_#{index*4+3}_ldid,Specifies the LDID for Expanded RAID #{index*4+3} 9'h0,RW,-
Table 4-44: por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-255 attributes,por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-255,[47],exp_raid_#{index*4+2}_ldid_valid,Specifies if LDID for Expanded RAID #{index*4+2} is valid 1'b0,RW,-
Table 4-44: por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-255 attributes,por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-255,[46],exp_raid_#{index*4+2}_ldid_rnf,Specifies if Expanded RAID #{index*4+2} is RN-F 1'b0,RW,-
Table 4-44: por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-255 attributes,por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-255,[45:41],Reserved,Reserved,RO,-
Table 4-44: por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-255 attributes,por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-255,[40:32],exp_raid_#{index*4+2}_ldid,Specifies the LDID for Expanded RAID #{index*4+2} 9'h0,RW,-
Table 4-44: por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-255 attributes,por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-255,[31],exp_raid_#{index*4+1}_ldid_valid,Specifies if LDID for Expanded RAID #{index*4+1} is valid 1'b0,RW,-
Table 4-44: por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-255 attributes,por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-255,[30],exp_raid_#{index*4+1}_ldid_rnf,Specifies if Expanded RAID #{index*4+1} is RN-F 1'b0,RW,-
Table 4-44: por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-255 attributes,por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-255,[29:25],Reserved,Reserved,RO,-
Table 4-44: por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-255 attributes,por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-255,[24:16],exp_raid_#{index*4+1}_ldid,Specifies the LDID for Expanded RAID #{index*4+1} 9'h0,RW,-
Table 4-44: por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-255 attributes,por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-255,[15],exp_raid_#{index*4}_ldid_valid,Specifies if LDID for Expanded RAID #{index*4} is valid 1'b0,RW,-
Table 4-44: por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-255 attributes,por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-255,[14],exp_raid_#{index*4}_ldid_rnf,Specifies if Expanded RAID #{index*4} is RN-F 1'b0,RW,-
Table 4-44: por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-255 attributes,por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-255,[13:9],Reserved,Reserved,RO,-
Table 4-44: por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-255 attributes,por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-255,[8:0],exp_raid_#{index*4}_ldid,Specifies the LDID for Expanded RAID #{index*4} 9'h0,RW,-
Table 4-45: por_ccg_ha_pmu_event_sel attributes,por_ccg_ha_pmu_event_sel,[63:36],Reserved,Reserved,RO,-
Table 4-45: por_ccg_ha_pmu_event_sel attributes,por_ccg_ha_pmu_event_sel,[35:32],pmu_occup1_id,CXHA PMU occupancy event selector ID 4'b0,RW,-
Table 4-45: por_ccg_ha_pmu_event_sel attributes,por_ccg_ha_pmu_event_sel,[31:24],pmu_event3_id,CXHA PMU Event 3 ID 8'b0,RW,-
Table 4-45: por_ccg_ha_pmu_event_sel attributes,por_ccg_ha_pmu_event_sel,[23:16],pmu_event2_id,CXHA PMU Event 2 ID 8'b0,RW,-
Table 4-45: por_ccg_ha_pmu_event_sel attributes,por_ccg_ha_pmu_event_sel,[15:8],pmu_event1_id,CXHA PMU Event 1 ID 8'b0,RW,-
Table 4-45: por_ccg_ha_pmu_event_sel attributes,por_ccg_ha_pmu_event_sel,[7:0],pmu_event0_id,CXHA PMU Event 0 ID 8'b0,RW,-
Table 4-46: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[63:26],Reserved,Reserved,RO,-
Table 4-46: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[25],lnk0_dat_rsvdc_ovrd_en,"When set, overrides CHI DAT RSVDC field with dat rsvdc strap input for incoming data on CCIX Link 0. Note: This field is applicable only when SMP Mode enable bit is clear (i.e. Non-SMP mode) 1'b0",RW,-
Table 4-46: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[24],lnk0_req_rsvdc_ovrd_en,"When set, overrides CHI REQ RSVDC field with req rsvdc strap input for incoming requests on CCIX Link 0. Note: This field is applicable only when SMP Mode enable bit is clear (i.e. Non-SMP mode) 1'b0",RW,-
Table 4-46: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[23],lnk0_en_strongnc_prop,"When set, enables propagation of StrongNC on CCIX Link 0. 1'b0",RW,-
Table 4-46: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[22],lnk0_en_pbha_prop,"When set, enables propagation of PBHA on CCIX Link 0. 1'b0",RW,-
Table 4-46: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[21],lnk0_en_loopback_prop,"When set, enables propagation of LoopBack on CCIX Link 0. 1'b0",RW,-
Table 4-46: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[20],lnk0_en_devevent_prop,"When set, enables propagation of DevEvent on CCIX Link 0. 1'b1",RW,-
Table 4-46: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[19],lnk0_en_datasource_prop,"When set, enables propagation of DataSource on CCIX Link 0. 1'b1",RW,-
Table 4-46: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[18],lnk0_en_cbusy_prop,"When set, enables propagation of CBusy on CCIX Link 0. 1'b1",RW,-
Table 4-46: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[17],lnk0_send_compack,"When set, sends CompAck for CCIX Link 0. 1'b0",RW,-
Table 4-46: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[16],lnk0_smp_mode_en,"When set, enables Symmetric Multiprocessor Mode (SMP) Mode for CCIX Link 0. dependent",RW,Configuration dependent
Table 4-46: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[15],lnk0_rspmsg_send_exp_agentid,When set sends Expanded Agent ID on CCIX Response Messages for CCIX Link 0 1'b0,RW,-
Table 4-46: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[14:12],Reserved,Reserved,RO,-
Table 4-46: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[11:8],lnk0_num_datcrds,Controls the number of CCIX data credits assigned to Link 0 4'h0 Total credits are equally divided across all links 4'h1 25% of credits assigned 4'h2 50% of credits assigned 4'h3 75% of credits assigned 4'h4 100% of credits assigned 4'hF 0% of credits assigned 4'b0,RW,-
Table 4-46: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[7:4],lnk0_num_reqcrds,Controls the number of CCIX request credits assigned to Link 0 4'h0 Total credits are equally divided across all links 4'h1 25% of credits assigned 4'h2 50% of credits assigned 4'h3 75% of credits assigned 4'h4 100% of credits assigned 4'hF 0% of credits assigned 4'b0,RW,-
Table 4-46: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[3],lnk0_snoopdomain_req,Controls Snoop domain enable (SYSCOREQ) for CCIX Link 0 1'b0,RW,-
Table 4-46: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[2],lnk0_link_up,"Link Up status. Software writes this register bit to indicate Link status after polling Link_ACK and Link_DN status in the remote agent 1'b0 Link is not Up. Software clears Link_UP when Link_ACK status is clear and Link_DN status is set in both local and remote agents. The local agent stops responding to any protocol activity from remote agent, including acceptance of protocol credits, when Link_UP is clear 1'b1 Link is Up. Software sets Link_UP when Link_ACK status is set and Link_DN status is clear in both local and remote agents; the local agent starts sending local protocol credits to remote agent 1'b0",RW,-
Table 4-46: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[1],lnk0_link_req,Link Up/Down request; software writes this register bit to request a Link Up or Link Down in the local agent 1'b0 Link Down request 1'b1 Link Up request The local agent does not return remote protocol credits yet since remote agent may still be in Link_UP state. 1'b0,RW,-
Table 4-46: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[0],lnk0_link_en,Enables CCIX Link 0 when set 1'b0 Link is disabled 1'b1 Link is enabled 1'b0,RW,-
Table 4-47: por_ccg_ha_cxprtcl_link0_status attributes,por_ccg_ha_cxprtcl_link0_status,[63:3],Reserved,Reserved,RO,-
Table 4-47: por_ccg_ha_cxprtcl_link0_status attributes,por_ccg_ha_cxprtcl_link0_status,[2],lnk0_snoopdomain_ack,Provides Snoop domain status (SYSCOACK) for CCIX Link 0 1'b0,RO,-
Table 4-47: por_ccg_ha_cxprtcl_link0_status attributes,por_ccg_ha_cxprtcl_link0_status,[1],lnk0_link_down,"Link Down status; hardware updates this register bit to indicate Link Down status 1'b0 Link is not Down; hardware clears Link_DN when it receives a Link Up request 1'b1 Link is Down; hardware sets Link_DN after the local agent has received all local protocol credits. The local agent must continue to respond to any remote protocol activity, including accepting and returning remote protocol credits until Link Up is clear 1'b1",RO,-
Table 4-47: por_ccg_ha_cxprtcl_link0_status attributes,por_ccg_ha_cxprtcl_link0_status,[0],lnk0_link_ack,Link Up/Down acknowledge; hardware updates this register bit to acknowledge the software link request 1'b0 Link Down acknowledge; hardware clears Link_ACK on receiving a Link Down request; the local agent stops sending protocol credits to the remote agent when Link_ACK is clear 1'b1 Link Up acknowledge; hardware sets Link_ACK when the local agent is ready to start accepting protocol credits from the remote agent NOTE: The local agent must clear Link_DN before setting Link_ACK. 1'b0,RO,-
Table 4-48: por_ccg_ha_cxprtcl_link1_ctl attributes,por_ccg_ha_cxprtcl_link1_ctl,[63:26],Reserved,Reserved,RO,-
Table 4-48: por_ccg_ha_cxprtcl_link1_ctl attributes,por_ccg_ha_cxprtcl_link1_ctl,[25],lnk1_dat_rsvdc_ovrd_en,"When set, overrides CHI DAT RSVDC field with dat rsvdc strap input for incoming data on CCIX Link 1. Note: This field is applicable only when SMP Mode enable bit is clear (i.e. Non-SMP mode) 1'b0",RW,-
Table 4-48: por_ccg_ha_cxprtcl_link1_ctl attributes,por_ccg_ha_cxprtcl_link1_ctl,[24],lnk1_req_rsvdc_ovrd_en,"When set, overrides CHI REQ RSVDC field with req rsvdc strap input for incoming requests on CCIX Link 1. Note: This field is applicable only when SMP Mode enable bit is clear (i.e. Non-SMP mode) 1'b0",RW,-
Table 4-48: por_ccg_ha_cxprtcl_link1_ctl attributes,por_ccg_ha_cxprtcl_link1_ctl,[23],lnk1_en_strongnc_prop,"When set, enables propagation of StrongNC on CCIX Link 1. 1'b0",RW,-
Table 4-48: por_ccg_ha_cxprtcl_link1_ctl attributes,por_ccg_ha_cxprtcl_link1_ctl,[22],lnk1_en_pbha_prop,"When set, enables propagation of PBHA on CCIX Link 1. 1'b0",RW,-
Table 4-48: por_ccg_ha_cxprtcl_link1_ctl attributes,por_ccg_ha_cxprtcl_link1_ctl,[21],lnk1_en_loopback_prop,"When set, enables propagation of LoopBack on CCIX Link 1. 1'b0",RW,-
Table 4-48: por_ccg_ha_cxprtcl_link1_ctl attributes,por_ccg_ha_cxprtcl_link1_ctl,[20],lnk1_en_devevent_prop,"When set, enables propagation of DevEvent on CCIX Link 1. 1'b1",RW,-
Table 4-48: por_ccg_ha_cxprtcl_link1_ctl attributes,por_ccg_ha_cxprtcl_link1_ctl,[19],lnk1_en_datasource_prop,"When set, enables propagation of DataSource on CCIX Link 1. 1'b1",RW,-
Table 4-48: por_ccg_ha_cxprtcl_link1_ctl attributes,por_ccg_ha_cxprtcl_link1_ctl,[18],lnk1_en_cbusy_prop,"When set, enables propagation of CBusy on CCIX Link 1. 1'b1",RW,-
Table 4-48: por_ccg_ha_cxprtcl_link1_ctl attributes,por_ccg_ha_cxprtcl_link1_ctl,[17],lnk1_send_compack,"When set, sends CompAck for CCIX Link 1. 1'b0",RW,-
Table 4-48: por_ccg_ha_cxprtcl_link1_ctl attributes,por_ccg_ha_cxprtcl_link1_ctl,[16],lnk1_smp_mode_en,"When set, enables Symmetric Multiprocessor Mode (SMP) Mode for CCIX Link 1. dependent",RW,Configuration dependent
Table 4-48: por_ccg_ha_cxprtcl_link1_ctl attributes,por_ccg_ha_cxprtcl_link1_ctl,[15],lnk1_rspmsg_send_exp_agentid,When set sends Expanded Agent ID on CCIX Response Messages for CCIX Link 1 1'b0,RW,-
Table 4-48: por_ccg_ha_cxprtcl_link1_ctl attributes,por_ccg_ha_cxprtcl_link1_ctl,[14:12],Reserved,Reserved,RO,-
Table 4-48: por_ccg_ha_cxprtcl_link1_ctl attributes,por_ccg_ha_cxprtcl_link1_ctl,[11:8],lnk1_num_datcrds,Controls the number of CCIX data credits assigned to Link 1 4'h0 Total credits are equally divided across all links 4'h1 25% of credits assigned 4'h2 50% of credits assigned 4'h3 75% of credits assigned 4'h4 100% of credits assigned 4'hF 0% of credits assigned 4'b0,RW,-
Table 4-48: por_ccg_ha_cxprtcl_link1_ctl attributes,por_ccg_ha_cxprtcl_link1_ctl,[7:4],lnk1_num_reqcrds,Controls the number of CCIX request credits assigned to Link 1 4'h0 Total credits are equally divided across all links 4'h1 25% of credits assigned 4'h2 50% of credits assigned 4'h3 75% of credits assigned 4'h4 100% of credits assigned 4'hF 0% of credits assigned 4'b0,RW,-
Table 4-48: por_ccg_ha_cxprtcl_link1_ctl attributes,por_ccg_ha_cxprtcl_link1_ctl,[3],lnk1_snoopdomain_req,Controls Snoop domain enable (SYSCOREQ) for CCIX Link 1 1'b0,RW,-
Table 4-48: por_ccg_ha_cxprtcl_link1_ctl attributes,por_ccg_ha_cxprtcl_link1_ctl,[2],lnk1_link_up,"Link Up status. Software writes this register bit to indicate Link status after polling Link_ACK and Link_DN status in the remote agent 1'b0 Link is not Up. Software clears Link_UP when Link_ACK status is clear and Link_DN status is set in both local and remote agents. The local agent stops responding to any protocol activity from remote agent, including acceptance of protocol credits, when Link_UP is clear 1'b1 Link is Up. Software sets Link_UP when Link_ACK status is set and Link_DN status is clear in both local and remote agents; the local agent starts sending local protocol credits to remote agent 1'b0",RW,-
