table,register_name,bits,field_name,description,type,reset
Table 8-30: por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-31,[45],exp_raid_#{index*4+2}_ldid_cxl,Specifies if Expanded RAID #{index*4+2} is CXL agent,RW,0b0
Table 8-30: por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-31,[44],Reserved,Reserved,RO,-
Table 8-30: por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-31,[43:32],exp_raid_#{index*4+2}_ldid,Specifies the LDID for Expanded RAID #{index*4+2},RW,0x0
Table 8-30: por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-31,[31],exp_raid_#{index*4+1}_ldid_valid,Specifies if LDID for Expanded RAID #{index*4+1} is valid,RW,0b0
Table 8-30: por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-31,[30],exp_raid_#{index*4+1}_ldid_rnf,Specifies if Expanded RAID #{index*4+1} is RN-F,RW,0b0
Table 8-30: por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-31,[29],exp_raid_#{index*4+1}_ldid_cxl,Specifies if Expanded RAID #{index*4+1} is CXL agent,RW,0b0
Table 8-30: por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-31,[28],Reserved,Reserved,RO,-
Table 8-30: por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-31,[27:16],exp_raid_#{index*4+1}_ldid,Specifies the LDID for Expanded RAID #{index*4+1},RW,0x0
Table 8-30: por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-31,[15],exp_raid_#{index*4}_ldid_valid,Specifies if LDID for Expanded RAID #{index*4} is valid,RW,0b0
Table 8-30: por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-31,[14],exp_raid_#{index*4}_ldid_rnf,Specifies if Expanded RAID #{index*4} is RN-F,RW,0b0
Table 8-30: por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-31,[13],exp_raid_#{index*4}_ldid_cxl,Specifies if Expanded RAID #{index*4} is CXL agent,RW,0b0
Table 8-30: por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-31,[12],Reserved,Reserved,RO,-
Table 8-30: por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-31,[11:0],exp_raid_#{index*4}_ldid,Specifies the LDID for Expanded RAID #{index*4},RW,0x0
Table 8-31: por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31,[63],exp_raid_#{index*4+3}_ldid_valid,Specifies if LDID for Expanded RAID #{index*4+3} is valid,RW,0b0
Table 8-31: por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31,[62],exp_raid_#{index*4+3}_ldid_rnf,Specifies if Expanded RAID #{index*4+3} is RN-F,RW,0b0
Table 8-31: por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31,[61],exp_raid_#{index*4+3}_ldid_cxl,Specifies if Expanded RAID #{index*4+3} is CXL agent,RW,0b0
Table 8-31: por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31,[60],Reserved,Reserved,RO,-
Table 8-31: por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31,[59:48],exp_raid_#{index*4+3}_ldid,Specifies the LDID for Expanded RAID #{index*4+3},RW,0x0
Table 8-31: por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31,[47],exp_raid_#{index*4+2}_ldid_valid,Specifies if LDID for Expanded RAID #{index*4+2} is valid,RW,0b0
Table 8-31: por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31,[46],exp_raid_#{index*4+2}_ldid_rnf,Specifies if Expanded RAID #{index*4+2} is RN-F,RW,0b0
Table 8-31: por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31,[45],exp_raid_#{index*4+2}_ldid_cxl,Specifies if Expanded RAID #{index*4+2} is CXL agent,RW,0b0
Table 8-31: por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31,[44],Reserved,Reserved,RO,-
Table 8-31: por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31,[43:32],exp_raid_#{index*4+2}_ldid,Specifies the LDID for Expanded RAID #{index*4+2},RW,0x0
Table 8-31: por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31,[31],exp_raid_#{index*4+1}_ldid_valid,Specifies if LDID for Expanded RAID #{index*4+1} is valid,RW,0b0
Table 8-31: por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31,[30],exp_raid_#{index*4+1}_ldid_rnf,Specifies if Expanded RAID #{index*4+1} is RN-F,RW,0b0
Table 8-31: por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31,[29],exp_raid_#{index*4+1}_ldid_cxl,Specifies if Expanded RAID #{index*4+1} is CXL agent,RW,0b0
Table 8-31: por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31,[28],Reserved,Reserved,RO,-
Table 8-31: por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31,[27:16],exp_raid_#{index*4+1}_ldid,Specifies the LDID for Expanded RAID #{index*4+1},RW,0x0
Table 8-31: por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31,[15],exp_raid_#{index*4}_ldid_valid,Specifies if LDID for Expanded RAID #{index*4} is valid,RW,0b0
Table 8-31: por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31,[14],exp_raid_#{index*4}_ldid_rnf,Specifies if Expanded RAID #{index*4} is RN-F,RW,0b0
Table 8-31: por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31,[13],exp_raid_#{index*4}_ldid_cxl,Specifies if Expanded RAID #{index*4} is CXL agent,RW,0b0
Table 8-31: por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31,[12],Reserved,Reserved,RO,-
Table 8-31: por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31,[11:0],exp_raid_#{index*4}_ldid,Specifies the LDID for Expanded RAID #{index*4},RW,0x0
Table 8-32: por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31,[63],exp_raid_#{index*4+3}_ldid_valid,Specifies if LDID for Expanded RAID #{index*4+3} is valid,RW,0b0
Table 8-32: por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31,[62],exp_raid_#{index*4+3}_ldid_rnf,Specifies if Expanded RAID #{index*4+3} is RN-F,RW,0b0
Table 8-32: por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31,[61],exp_raid_#{index*4+3}_ldid_cxl,Specifies if Expanded RAID #{index*4+3} is CXL agent,RW,0b0
Table 8-32: por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31,[60],Reserved,Reserved,RO,-
Table 8-32: por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31,[59:48],exp_raid_#{index*4+3}_ldid,Specifies the LDID for Expanded RAID #{index*4+3},RW,0x0
Table 8-32: por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31,[47],exp_raid_#{index*4+2}_ldid_valid,Specifies if LDID for Expanded RAID #{index*4+2} is valid,RW,0b0
Table 8-32: por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31,[46],exp_raid_#{index*4+2}_ldid_rnf,Specifies if Expanded RAID #{index*4+2} is RN-F,RW,0b0
Table 8-32: por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31,[45],exp_raid_#{index*4+2}_ldid_cxl,Specifies if Expanded RAID #{index*4+2} is CXL agent,RW,0b0
Table 8-32: por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31,[44],Reserved,Reserved,RO,-
Table 8-32: por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31,[43:32],exp_raid_#{index*4+2}_ldid,Specifies the LDID for Expanded RAID #{index*4+2},RW,0x0
Table 8-32: por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31,[31],exp_raid_#{index*4+1}_ldid_valid,Specifies if LDID for Expanded RAID #{index*4+1} is valid,RW,0b0
Table 8-32: por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31,[30],exp_raid_#{index*4+1}_ldid_rnf,Specifies if Expanded RAID #{index*4+1} is RN-F,RW,0b0
Table 8-32: por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31,[29],exp_raid_#{index*4+1}_ldid_cxl,Specifies if Expanded RAID #{index*4+1} is CXL agent,RW,0b0
Table 8-32: por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31,[28],Reserved,Reserved,RO,-
Table 8-32: por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31,[27:16],exp_raid_#{index*4+1}_ldid,Specifies the LDID for Expanded RAID #{index*4+1},RW,0x0
Table 8-32: por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31,[15],exp_raid_#{index*4}_ldid_valid,Specifies if LDID for Expanded RAID #{index*4} is valid,RW,0b0
Table 8-32: por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31,[14],exp_raid_#{index*4}_ldid_rnf,Specifies if Expanded RAID #{index*4} is RN-F,RW,0b0
Table 8-32: por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31,[13],exp_raid_#{index*4}_ldid_cxl,Specifies if Expanded RAID #{index*4} is CXL agent,RW,0b0
Table 8-32: por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31,[12],Reserved,Reserved,RO,-
Table 8-32: por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31 attributes,por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31,[11:0],exp_raid_#{index*4}_ldid,Specifies the LDID for Expanded RAID #{index*4},RW,0x0
Table 8-33: por_ccg_ha_pmu_event_sel attributes,por_ccg_ha_pmu_event_sel,[63:36],Reserved,Reserved,RO,-
Table 8-33: por_ccg_ha_pmu_event_sel attributes,por_ccg_ha_pmu_event_sel,[35:32],pmu_occup1_id,CXHA PMU occupancy event selector ID,RW,0b0
Table 8-33: por_ccg_ha_pmu_event_sel attributes,por_ccg_ha_pmu_event_sel,[31:24],pmu_event3_id,CXHA PMU Event 3 ID,RW,0b0
Table 8-33: por_ccg_ha_pmu_event_sel attributes,por_ccg_ha_pmu_event_sel,[23:16],pmu_event2_id,CXHA PMU Event 2 ID,RW,0b0
Table 8-33: por_ccg_ha_pmu_event_sel attributes,por_ccg_ha_pmu_event_sel,[15:8],pmu_event1_id,CXHA PMU Event 1 ID,RW,0b0
Table 8-33: por_ccg_ha_pmu_event_sel attributes,por_ccg_ha_pmu_event_sel,[7:0],pmu_event0_id,CXHA PMU Event 0 ID,RW,0b0
Table 8-34: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[63:53],Reserved,Reserved ‑,RO,-
Table 8-34: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[52],lnk0_prop_exchange_done,Status bbit to indicate property exchange is done,RW,0b0
Table 8-34: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[51:42],lnk0_num_datcrds_fixed_count,"Controls the number of CCIX data credits assigned to Link 0 If this field along with link1, link2 fixed credit count is zero then the harware uses lnk0_num_datcrds field to assign percentage based credits. lnk0+lnk1+lnk2 num_datcrds_fixed_count should not exceed dat_pass_buff_depth field which is in por_ccg_ha_unit_info2. if the sum exceeds dat_pass_buff_depth then it will cause fatal errors",RW,0x00
Table 8-34: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[41:32],lnk0_num_reqcrds_fixed_count,"Controls the number of CCIX request credits assigned to Link 0 If this field along with link1, link2 fixed credit count is zero then the harware uses lnk0_num_reqcrds field to assign percentage based credits. lnk0+lnk1+lnk2 num_reqcrds_fixed_count should not exceed req_pass_buff_depth field which is in por_ccg_ha_unit_info2. if the sum exceeds req_pass_buff_depth then it will cause fatal errors",RW,0x00
Table 8-34: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[31:26],Reserved,Reserved ‑,RO,-
Table 8-34: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[25],lnk0_dat_rsvdc_ovrd_en,"When set, overrides CHI DAT RSVDC field with dat rsvdc strap input for incoming data on CCIX Link 0. Note This field is applicable only when SMP Mode enable bit is clear (i.e. Non- SMP mode)",RW,0b0
Table 8-34: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[24],lnk0_req_rsvdc_ovrd_en,"When set, overrides CHI REQ RSVDC field with req rsvdc strap input for incoming requests on CCIX Link 0. Note This field is applicable only when SMP Mode enable bit is clear (i.e. Non- SMP mode)",RW,0b0
Table 8-34: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[23],lnk0_en_strongnc_prop,"When set, enables propagation of StrongNC on CCIX Link 0.",RW,0b0
Table 8-34: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[22],lnk0_en_pbha_prop,"When set, enables propagation of PBHA on CCIX Link 0.",RW,0b0
Table 8-34: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[21],lnk0_en_loopback_prop,"When set, enables propagation of LoopBack on CCIX Link 0.",RW,0b0
Table 8-34: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[20],lnk0_en_devevent_prop,"When set, enables propagation of DevEvent on CCIX Link 0.",RW,0b1
Table 8-34: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[19],lnk0_en_datasource_prop,"When set, enables propagation of DataSource on CCIX Link 0.",RW,0b1
Table 8-34: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[18],lnk0_en_cbusy_prop,"When set, enables propagation of CBusy on CCIX Link 0.",RW,0b1
Table 8-34: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[17],lnk0_send_compack,"When set, sends CompAck for CCIX Link 0.",RW,0b0
Table 8-34: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[16],lnk0_smp_mode_en,"When set, enables Symmetric Multiprocessor Mode (SMP) Mode for CCIX Link 0.",RW,0x0
Table 8-34: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[15],lnk0_rspmsg_send_exp_agentid,When set sends Expanded Agent ID on CCIX Response Messages for CCIX Link 0,RW,0b0
Table 8-34: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[14:12],Reserved,Reserved ‑,RO,-
Table 8-34: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[11:8],lnk0_num_datcrds,Controls the number of CCIX data credits assigned to Link 0 0x0 Total credits are equally divided across all links 0x1 25% of credits assigned 0x2 50% of credits assigned 0x3 75% of credits assigned 0x4 100% of credits assigned 0xF 0% of credits assigned,RW,0b0
Table 8-34: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[7:4],lnk0_num_reqcrds,Controls the number of CCIX request credits assigned to Link 0 0x0 Total credits are equally divided across all links 0x1 25% of credits assigned 0x2 50% of credits assigned 0x3 75% of credits assigned 0x4 100% of credits assigned 0xF 0% of credits assigned,RW,0b0
Table 8-34: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[3],lnk0_snoopdomain_req,Controls Snoop domain enable (SYSCOREQ) for CCIX Link 0,RW,0b0
Table 8-34: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[2],lnk0_link_up,"Link Up status. Software writes this register bit to indicate Link status after polling Link_ACK and Link_DN status in the remote agent 0b0 Link is not Up. Software clears Link_UP when Link_ACK status is clear and Link_DN status is set in both local and remote agents. The local agent stops responding to any protocol activity from remote agent, including acceptance of protocol credits, when Link_UP is clear 0b1 Link is Up. Software sets Link_UP when Link_ACK status is set and Link_DN status is clear in both local and remote agents; the local agent starts sending local protocol credits to remote agent",RW,0b0
Table 8-34: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[1],lnk0_link_req,Link Up/Down request; software writes this register bit to request a Link Up or Link Down in the local agent 0b0 Link Down request NOTE The local agent does not return remote protocol credits yet since remote agent may still be in Link_UP state. 0b1 Link Up request,RW,0b0
Table 8-34: por_ccg_ha_cxprtcl_link0_ctl attributes,por_ccg_ha_cxprtcl_link0_ctl,[0],lnk0_link_en,Enables CCIX Link 0 when set 0b0 Link is disabled 0b1 Link is enabled,RW,0b0
Table 8-35: por_ccg_ha_cxprtcl_link0_status attributes,por_ccg_ha_cxprtcl_link0_status,[63:3],Reserved,Reserved,RO,-
Table 8-35: por_ccg_ha_cxprtcl_link0_status attributes,por_ccg_ha_cxprtcl_link0_status,[2],lnk0_snoopdomain_ack,Provides Snoop domain status (SYSCOACK) for CCIX Link 0,RO,0b0
Table 8-35: por_ccg_ha_cxprtcl_link0_status attributes,por_ccg_ha_cxprtcl_link0_status,[1],lnk0_link_down,"Link Down status; hardware updates this register bit to indicate Link Down status 0b0 Link is not Down; hardware clears Link_DN when it receives a Link Up request 0b1 Link is Down; hardware sets Link_DN after the local agent has received all local protocol credits. The local agent must continue to respond to any remote protocol activity, including accepting and returning remote protocol credits until Link Up is clear",RO,0b1
Table 8-35: por_ccg_ha_cxprtcl_link0_status attributes,por_ccg_ha_cxprtcl_link0_status,[0],lnk0_link_ack,Link Up/Down acknowledge; hardware updates this register bit to acknowledge the software link request 0b0 Link Down acknowledge; hardware clears Link_ACK on receiving a Link Down request; the local agent stops sending protocol credits to the remote agent when Link_ACK is clear 0b1 Link Up acknowledge; hardware sets Link_ACK when the local agent is ready to start accepting protocol credits from the remote agent NOTE The local agent must clear Link_DN before setting Link_ACK.,RO,0b0
Table 8-36: por_ccg_ha_cxprtcl_link1_ctl attributes,por_ccg_ha_cxprtcl_link1_ctl,[63:52],Reserved,Reserved ‑,RO,-
Table 8-36: por_ccg_ha_cxprtcl_link1_ctl attributes,por_ccg_ha_cxprtcl_link1_ctl,[51:42],lnk1_num_datcrds_fixed_count,"Controls the number of CCIX data credits assigned to Link 1 If this field along with link0, link2 fixed credit count is zero then the harware uses lnk1_num_datcrds field to assign percentage based credits. lnk0+lnk1+lnk2 num_datcrds_fixed_count should not exceed dat_pass_buff_depth field which is in por_ccg_ha_unit_info2. if the sum exceeds dat_pass_buff_depth then it will cause fatal errors",RW,0x00
Table 8-36: por_ccg_ha_cxprtcl_link1_ctl attributes,por_ccg_ha_cxprtcl_link1_ctl,[41:32],lnk1_num_reqcrds_fixed_count,"Controls the number of CCIX request credits assigned to Link 1 If this field along with link0, link2 fixed credit count is zero then the harware uses lnk1_num_reqcrds field to assign percentage based credits. lnk0+lnk1+lnk2 num_reqcrds_fixed_count should not exceed req_pass_buff_depth field which is in por_ccg_ha_unit_info2. if the sum exceeds req_pass_buff_depth then it will cause fatal errors",RW,0x00
Table 8-36: por_ccg_ha_cxprtcl_link1_ctl attributes,por_ccg_ha_cxprtcl_link1_ctl,[31:26],Reserved,Reserved ‑,RO,-
Table 8-36: por_ccg_ha_cxprtcl_link1_ctl attributes,por_ccg_ha_cxprtcl_link1_ctl,[25],lnk1_dat_rsvdc_ovrd_en,"When set, overrides CHI DAT RSVDC field with dat rsvdc strap input for incoming data on CCIX Link 1. Note This field is applicable only when SMP Mode enable bit is clear (i.e. Non- SMP mode)",RW,0b0
Table 8-36: por_ccg_ha_cxprtcl_link1_ctl attributes,por_ccg_ha_cxprtcl_link1_ctl,[24],lnk1_req_rsvdc_ovrd_en,"When set, overrides CHI REQ RSVDC field with req rsvdc strap input for incoming requests on CCIX Link 1. Note This field is applicable only when SMP Mode enable bit is clear (i.e. Non- SMP mode)",RW,0b0
